1: Wei Liu, weight = 3522
2526: Nader Bagherzadeh, weight = 499
2527: Haibo Wang, weight = 499
2528: Jurek Czyzowicz, weight = 499
2529: Xiaowen Li, weight = 499
2530: Martin Hammond, weight = 499
2531: Heinz Handels, weight = 498
2532: Cathal Gurrin, weight = 498
2533: Zoubin Ghahramani, weight = 498
2534: Kuan-Ching Li, weight = 498
2535: Manfred Morari, weight = 498
2536: Katherine A. Yelick, weight = 498
2537: Andrew Adamatzky, weight = 498
2538: Wei Han, weight = 498
2539: Jan De Cock, weight = 498
2540: Xiaogang Wang, weight = 498
2541: Matthias S. Müller, weight = 498
2542: Ruth Aylett, weight = 498
2543: Dean F. Sittig, weight = 498
2544: Wolfgang Straßer, weight = 498
2545: Joaquim A. Jorge, weight = 498
2546: Jiang Wang, weight = 498
2547: Pushmeet Kohli, weight = 498
2548: Jeff Z. Pan, weight = 498
2549: David E. Goldberg, weight = 498
2550: Jing Wu, weight = 498
2551: Jinxiang Dong, weight = 498
2552: Shuai Li, weight = 498
2553: Hai Li, weight = 497
2554: Yuanyuan Zhou, weight = 497
2555: Yuji Oie, weight = 497
2556: Rajiv Gupta, weight = 497
2557: Nikolaos Papanikolopoulos, weight = 497
2558: Zhiguo Ding, weight = 497
2559: Moni Naor, weight = 497
2560: Kam-Fai Wong, weight = 497
2561: Sjaak Brinkkemper, weight = 497
2562: Xiaofeng Liao, weight = 497
2563: Mari Ostendorf, weight = 497
2564: Jing Xiao, weight = 497
2565: Daniel S. Yeung, weight = 497
2566: Yong Tang, weight = 497
2567: Liang Hu, weight = 496
2568: Allison M. Okamura, weight = 496
2569: Antonio Miguel Mora, weight = 496
2570: Steve Renals, weight = 496
2571: Mihir Bellare, weight = 496
2572: Michael L. Nelson, weight = 496
2573: Kurt Maly, weight = 496
2574: Duane Szafron, weight = 496
2575: Rupak Majumdar, weight = 496
2576: Nicola Ferro, weight = 496
2577: Kun Huang, weight = 496
2578: Makoto Kaneko, weight = 496
2579: Norbert Fuhr, weight = 496
2580: Dirk Stroobandt, weight = 496
2581: Andreas K. Maier, weight = 496
2582: Mei-Ling Shyu, weight = 495
2583: An Liu, weight = 495
2584: Alexandre Yakovlev, weight = 495
2585: Stefano Di Carlo, weight = 495
2586: Lucas Chi Kwong Hui, weight = 495
2587: William Spooner, weight = 495
2588: Kang Zhang, weight = 495
2589: Jianhua Yao, weight = 495
2590: Gerti Kappel, weight = 495
2591: Zheng Liu, weight = 495
2592: Xiaofei He, weight = 495
2593: Jie Liang, weight = 495
2594: Stéfan Jacques Darmoni, weight = 495
2595: Jing-Yu Yang, weight = 494
2596: Amiya Nayak, weight = 494
2597: Tiejun Huang, weight = 494
2598: Kenneth Rose, weight = 494
2599: Nicholas Roy, weight = 494
2600: Falko Dressler, weight = 494
2601: Hiroki Nishiyama, weight = 494
2602: Max Q.-H. Meng, weight = 494
2603: Peter Sanders, weight = 494
2604: Fabio Martinelli, weight = 494
2605: John A. Miller, weight = 494
2606: Mounia Lalmas, weight = 494
2607: Mary Czerwinski, weight = 493
2608: Pedro Larrañaga, weight = 493
2609: Peter Willett 0002, weight = 493
2610: Moshe Zukerman, weight = 493
2611: Shigeo Hirose, weight = 493
2612: Dennis Shasha, weight = 493
2613: Zheng Yang, weight = 493
2614: Ivan Damgård, weight = 493
2615: Ed Dawson, weight = 493
2616: Yuan Yao, weight = 493
2617: Shuo Li, weight = 493
2618: Babak Falsafi, weight = 492
2619: Cecilia Mascolo, weight = 492
2620: Markku Turunen, weight = 492
2621: Panos K. Chrysanthis, weight = 492
2622: M. Frans Kaashoek, weight = 492
2623: Robert P. W. Duin, weight = 492
2624: Michael Mitzenmacher, weight = 492
2625: Xosé M. Fernández-Suárez, weight = 492
2626: Ahmed H. Tewfik, weight = 492
2627: Ian Longden, weight = 492
2628: Jong-Hwan Kim, weight = 492
2629: Richard T. Snodgrass, weight = 492
2630: Yan Zhao, weight = 492
2631: Josep Domingo-Ferrer, weight = 492
2632: Huosheng Hu, weight = 491
2633: Masatoshi Ishikawa, weight = 491
2634: Juan Trujillo, weight = 491
2635: Guohong Cao, weight = 491
2636: Dimitrios M. Thilikos, weight = 491
2637: Zhaocheng Wang, weight = 491
2638: Jacek Kitowski, weight = 491
2639: Sofie Pollin, weight = 491
2640: David Z. Pan, weight = 491
2641: Jingdong Wang, weight = 491
2642: Lynette Hirschman, weight = 491
2643: Xiao Ma, weight = 491
2644: Sadaoki Furui, weight = 491
2645: Lei Yu, weight = 491
2646: Xintao Hu, weight = 491
2647: Tinne Tuytelaars, weight = 490
2648: Shoji Makino, weight = 490
2649: Kenli Li, weight = 490
2650: Assaf Schuster, weight = 490
2651: Ramon Doallo, weight = 490
2652: Jinshu Su, weight = 490
2653: Eduardo Santana de Almeida, weight = 490
2654: Franco Maloberti, weight = 490
2655: Deying Li, weight = 490
2656: Nikos Mamoulis, weight = 490
2657: Steve A. Chien, weight = 490
2658: Sanjay Ranka, weight = 490
2659: Adam Wolisz, weight = 490
2660: Anthony Ephremides, weight = 490
2661: Edgar Wingender, weight = 489
2662: Anind K. Dey, weight = 489
2663: Sébastien Tixeuil, weight = 489
2664: James C. Browne, weight = 489
2665: Sanjeev Khudanpur, weight = 489
2666: Xiaoyi Jiang, weight = 489
2667: Wen Wang, weight = 489
2668: John Lygeros, weight = 489
2669: Lie-Liang Yang, weight = 489
2670: Honggang Wang, weight = 489
2671: Tao Yu, weight = 489
2672: Wan Kyun Chung, weight = 488
2673: Lin Ma, weight = 488
2674: Martín López Nores, weight = 488
2675: Yi Shi, weight = 488
2676: Pierre Duhamel, weight = 488
2677: Bhaskar Krishnamachari, weight = 488
2678: Jenq-Neng Hwang, weight = 488
2679: Anupam Gupta, weight = 488
2680: Surya Nepal, weight = 487
2681: Richard M. Karp, weight = 487
2682: Xiaoyang Zeng, weight = 487
2683: Fulvio Corno, weight = 487
2684: Allison Druin, weight = 487
2685: Pedro Gómez Vilda, weight = 487
2686: Oliver Kohlbacher, weight = 487
2687: Luigi Fortuna, weight = 487
2688: Ying Yang, weight = 487
2689: Wojciech Wislicki, weight = 486
2690: David A. Basin, weight = 486
2691: Fei Gao, weight = 486
2692: Qing Wu, weight = 486
2693: Roman Slowinski, weight = 486
2694: Piet Wambacq, weight = 486
2695: Ji Zhang, weight = 486
2696: Lewis Y. Geer, weight = 486
2697: Bettina Speckmann, weight = 486
2698: Arjan Kuijper, weight = 486
2699: Hongzhi Wang, weight = 486
2700: Xuejun Yang, weight = 485
2701: Petr A. Golovach, weight = 485
2702: Jinjun Chen, weight = 485
2703: Dong Xuan, weight = 485
2704: Kenji Suzuki, weight = 485
2705: Ning Chen, weight = 485
2706: Vahab S. Mirrokni, weight = 485
2707: Mateu Sbert, weight = 485
2708: Hong Lu, weight = 485
2709: Sergio Bampi, weight = 485
2710: Shaoping Ma, weight = 485
2711: Tomohiro Tanikawa, weight = 485
2712: Rafael Mayo, weight = 484
2713: Jingming Kuang, weight = 484
2714: Vojtech Rödl, weight = 484
2715: Hsin-Hsi Chen, weight = 484
2716: Vida Dujmovic, weight = 484
2717: Peter C. Wright, weight = 484
2718: John C. Mitchell, weight = 484
2719: Z. A. Khan, weight = 484
2720: Sofiène Affes, weight = 484
2721: Rhoda Kinsella, weight = 484
2722: Werner Retschitzegger, weight = 484
2723: Naphtali Rishe, weight = 483
2724: Shusaku Tsumoto, weight = 483
2725: Jesús Favela, weight = 483
2726: Maged Elkashlan, weight = 483
2727: Mahadev Satyanarayanan, weight = 483
2728: Tao Lin, weight = 483
2729: Yixian Yang, weight = 483
2730: Hongbo Liu, weight = 483
2731: Daniel A. Reed, weight = 483
2732: Mario Cannataro, weight = 483
2733: Juan Manuel Górriz, weight = 483
2734: Santanu Chaudhury, weight = 483
2735: David R. Traum, weight = 483
2736: Oscar Nierstrasz, weight = 482
2737: Oscar Cordón, weight = 482
2738: Twan Basten, weight = 482
2739: Michael Brady, weight = 482
2740: Marco Cristani, weight = 482
2741: Yervant Zorian, weight = 482
2742: Frank H. P. Fitzek, weight = 482
2743: Martha Larson, weight = 482
2744: Alexander F. Gelbukh, weight = 482
2745: Guangwen Yang, weight = 481
2746: Kunle Olukotun, weight = 481
2747: Lin Lin, weight = 481
2748: Markus Vincze, weight = 481
2749: Yong Li 0008, weight = 481
2750: Mingjing Li, weight = 481
2751: Julia A. Schnabel, weight = 481
2752: W. James Kent, weight = 481
2753: Ivo Wolf, weight = 481
2754: Allen Tannenbaum, weight = 481
2755: Yu Wang 0002, weight = 481
2756: Li Ma, weight = 481
2757: S. S. Ravi, weight = 481
2758: Scott A. Smolka, weight = 481
2759: Joshua C. Denny, weight = 480
2760: Jian Zhou, weight = 480
2761: William R. Hersh, weight = 480
2762: Marco A. Casanova, weight = 480
2763: Mark Giampapa, weight = 480
2764: M. Omair Ahmad, weight = 480
2765: Murat Kantarcioglu, weight = 480
2766: David S. Wishart, weight = 480
2767: Heng Tao Shen, weight = 480
2768: Shang-Hua Teng, weight = 480
2769: Antonio Capone, weight = 480
2770: Zhang Xiong, weight = 480
2771: Xiaolin Wu, weight = 480
2772: Gregor von Bochmann, weight = 479
2773: Ryan Kastner, weight = 479
2774: Takayuki Ito, weight = 479
2775: Dieter Kratsch, weight = 479
2776: Jing Zhou, weight = 479
2777: Anastasia Ailamaki, weight = 479
2778: Degang Chen, weight = 479
2779: Koji Yamamoto, weight = 479
2780: Yevgeni Koucheryavy, weight = 479
2781: Wu-Tung Cheng, weight = 479
2782: Srinivasan Parthasarathy, weight = 479
2783: Hirochika Inoue, weight = 478
2784: Yuan He, weight = 478
2785: Liang Liang, weight = 478
2786: Gerard J. M. Smit, weight = 478
2787: Irena Hajnsek, weight = 478
2788: Umapada Pal, weight = 478
2789: João Araújo 0001, weight = 478
2790: José A. B. Fortes, weight = 478
2791: Songwu Lu, weight = 478
2792: Wonjun Lee, weight = 478
2793: William Fornaciari, weight = 478
2794: Michel Renovell, weight = 478
2795: Ken Kennedy, weight = 478
2796: Munindar P. Singh, weight = 478
2797: Amihood Amir, weight = 478
2798: Bodo Rosenhahn, weight = 478
2799: Jun-Hong Cui, weight = 477
2800: Yuanyuan Yang, weight = 477
2801: Michel Verleysen, weight = 477
2802: Mel Slater, weight = 477
2803: Wing-Kin Sung, weight = 477
2804: J. Ian Munro, weight = 477
2805: Weidong Chen, weight = 477
2806: Constantine Stephanidis, weight = 477
2807: Gérard G. Medioni, weight = 477
2808: Somesh Jha, weight = 477
2809: Ching-Hsien Hsu, weight = 477
2810: Bin Xiao, weight = 477
2811: Damien Chablat, weight = 477
2812: Yuanchun Shi, weight = 477
2813: Romeo Ortega, weight = 477
2814: Kenji Hashimoto, weight = 477
2815: Tarek A. El-Ghazawi, weight = 476
2816: Laks V. S. Lakshmanan, weight = 476
2817: Wenke Lee, weight = 476
2818: Taisuke Boku, weight = 476
2819: Guido Groeseneken, weight = 476
2820: Dieter Kranzlmüller, weight = 476
2821: Daniel S. Katz, weight = 476
2822: Yeh-Ching Chung, weight = 476
2823: Joachim M. Buhmann, weight = 476
2824: Evangelos E. Milios, weight = 476
2825: Vishwani D. Agrawal, weight = 476
2826: Kenji Mase, weight = 475
2827: Mamoru Sawahashi, weight = 475
2828: Mohammed Ghanbari, weight = 475
2829: Henri Casanova, weight = 475
2830: Anastasios N. Venetsanopoulos, weight = 475
2831: Limsoon Wong, weight = 475
2832: Yi Lu, weight = 475
2833: Lan Wang, weight = 475
2834: Shigeo Morishima, weight = 475
2835: Muhammad Shafique, weight = 475
2836: Julio Ortega, weight = 475
2837: Kun Li, weight = 474
2838: Guoliang Xue, weight = 474
2839: Wayne Wolf, weight = 474
2840: R. Ravi 0001, weight = 474
2841: Lu Zhang 0023, weight = 474
2842: Mohamed S. Kamel, weight = 474
2843: Joachim Gudmundsson, weight = 474
2844: Dinh Q. Phung, weight = 474
2845: Louis-Philippe Morency, weight = 474
2846: Lieguang Zeng, weight = 474
2847: Weidong Wang, weight = 474
2848: Kostas Tsagkaris, weight = 474
2849: Andrea Bondavalli, weight = 474
2850: Donna R. Maglott, weight = 474
2851: Harald C. Gall, weight = 474
2852: Sampath Rangarajan, weight = 474
2853: Stephen A. Brewster, weight = 473
2854: Weiyao Lin, weight = 473
2855: Guy Slater, weight = 473
2856: Hugh F. Durrant-Whyte, weight = 473
2857: Yasuo Kuniyoshi, weight = 473
2858: Gheorghe Paun, weight = 473
2859: Sani R. Nassif, weight = 473
2860: Hani Hagras, weight = 473
2861: Pedro López, weight = 473
2862: Luciano Baresi, weight = 473
2863: Antonio Picariello, weight = 473
2864: Andrew R. Nix, weight = 473
2865: Gerhard Krieger, weight = 473
2866: César Hervás-Martínez, weight = 473
2867: Riccardo Rosati, weight = 473
2868: Madjid Merabti, weight = 473
2869: Ian H. Witten, weight = 473
2870: Mei Yu, weight = 473
2871: Gudrun Klinker, weight = 473
2872: Antonio Iera, weight = 473
2873: Wei Yu 0002, weight = 473
2874: Morris Riedel, weight = 473
2875: Chitta Baral, weight = 472
2876: Oriol Sallent, weight = 472
2877: Heinz Ulrich Hoppe, weight = 472
2878: Daniël Paulusma, weight = 472
2879: Junghoon Lee, weight = 472
2880: Joseph R. Cavallaro, weight = 472
2881: David S. Doermann, weight = 472
2882: Clifford R. Jack Jr., weight = 472
2883: Josef A. Nossek, weight = 472
2884: Chunhong Pan, weight = 472
2885: Harald Kosch, weight = 472
2886: George Almási, weight = 472
2887: Derek Lieber, weight = 471
2888: Hanif D. Sherali, weight = 471
2889: Pradeep Dubey, weight = 471
2890: Kay Chen Tan, weight = 471
2891: James Noble, weight = 471
2892: Fei Xia, weight = 471
2893: Huajun Chen, weight = 471
2894: Manuel Montes-y-Gómez, weight = 471
2895: Kurt Keutzer, weight = 471
2896: Jean-Marc Ogier, weight = 471
2897: Bram Vanderborght, weight = 471
2898: Bharat K. Bhargava, weight = 471
2899: Wei Liang, weight = 471
2900: Jhing-Fa Wang, weight = 471
2901: Eric A. Brewer, weight = 471
2902: Anastasios Tefas, weight = 470
2903: Hing-Cheung So, weight = 470
2904: Stefano Paraboschi, weight = 470
2905: Vincent S. Tseng, weight = 470
2906: Hong Gao, weight = 470
2907: Thambipillai Srikanthan, weight = 470
2908: Imrich Chlamtac, weight = 470
2909: Stacy Marsella, weight = 470
2910: Ralf Klamma, weight = 470
2911: Liu Yang, weight = 470
2912: Christian J. Stoeckert Jr., weight = 470
2913: Helen M. Meng, weight = 469
2914: He Zhang, weight = 469
2915: Liang Lin, weight = 469
2916: Calin Cascaval, weight = 469
2917: M. Tamer Özsu, weight = 469
2918: Hiroshi Motoda, weight = 469
2919: Farokh B. Bastani, weight = 469
2920: Marin Litoiu, weight = 469
2921: Lu Lu, weight = 469
2922: Marleen de Bruijne, weight = 469
2923: Risto Wichman, weight = 469
2924: Gustavo Alonso, weight = 469
2925: Zhuo Chen, weight = 469
2926: Hans L. Bodlaender, weight = 469
2927: Tony F. Chan, weight = 469
2928: Daniel Gatica-Perez, weight = 469
2929: Marlon E. Pierce, weight = 469
2930: Gamini Dissanayake, weight = 468
2931: Eli Upfal, weight = 468
2932: José Machado 0001, weight = 468
2933: Yoshifumi Kitamura, weight = 468
2934: Abraham Silberschatz, weight = 468
2935: Andrew E. Johnson, weight = 468
2936: Gustavo Camps-Valls, weight = 468
2937: Magdalena Balazinska, weight = 468
2938: Tok Wang Ling, weight = 468
2939: Eduardo Fernández-Medina, weight = 468
2940: David J. Evans, weight = 468
2941: Joo-Hwee Lim, weight = 468
2942: Endre Boros, weight = 468
2943: Djoerd Hiemstra, weight = 468
2944: Manfred Broy, weight = 468
2945: Boi Faltings, weight = 468
2946: Tingwen Huang, weight = 468
2947: Chong-Sun Hwang, weight = 468
2948: Sakriani Sakti, weight = 468
2949: Laurent Lefèvre, weight = 468
2950: Josep Lladós, weight = 468
2951: Seong-Whan Lee, weight = 468
2952: Swarup Bhunia, weight = 467
2953: Fabio Babiloni, weight = 467
2954: Xiaobo Sharon Hu, weight = 467
2955: Rui Chen, weight = 467
2956: Timothy W. Finin, weight = 467
2957: Paolo Bottoni, weight = 467
2958: Charles J. Alpert, weight = 467
2959: Dimitri Van De Ville, weight = 467
2960: Mostafa H. Ammar, weight = 467
2961: Ji-Rong Wen, weight = 467
2962: Reinhard Klette, weight = 467
2963: Nicholas G. Martin, weight = 467
2964: Jie Shen, weight = 467
2965: Pat Hanrahan, weight = 467
2966: Fabian J. Theis, weight = 467
2967: Amir Pnueli, weight = 467
2968: Yuval Ishai, weight = 467
2969: Christopher D. Manning, weight = 467
2970: George Bosilca, weight = 467
2971: Catherine Plaisant, weight = 467
2972: Emmanouel A. Varvarigos, weight = 467
2973: Sung-Bae Cho, weight = 466
2974: Thomas E. Anderson, weight = 466
2975: Tomomasa Sato, weight = 466
2976: Luis Ceze, weight = 466
2977: Ángel Rodríguez-Vázquez, weight = 466
2978: Zhen Yang, weight = 466
2979: Aleksandra Pizurica, weight = 466
2980: Uday B. Desai, weight = 466
2981: Ninghui Sun, weight = 466
2982: Ladislav Hluchý, weight = 466
2983: Philip Heng Wai Leong, weight = 466
2984: Nenghai Yu, weight = 466
2985: Kim Marriott, weight = 466
2986: Nik Bessis, weight = 466
2987: Josep Torrellas, weight = 466
2988: Fabio Paternò, weight = 466
2989: Wei Tan, weight = 466
2990: David Gesbert, weight = 465
2991: Tatsuya Akutsu, weight = 465
2992: Elmar Wolfgang Lang, weight = 465
2993: Eneko Agirre, weight = 465
2994: Anant Madabhushi, weight = 465
2995: Sung-Jea Ko, weight = 465
2996: Suhas N. Diggavi, weight = 465
2997: Y. Charlie Hu, weight = 465
2998: Serge J. Belongie, weight = 465
2999: Alejandro P. Buchmann, weight = 465
3000: Marco Montali, weight = 465
3001: Majid Ahmadi, weight = 465
3002: Flávia Coimbra Delicato, weight = 464
3003: Huaimin Wang, weight = 464
3004: Masaru Uchiyama, weight = 464
3005: Alberto Marchetti-Spaccamela, weight = 464
3006: Rachid Deriche, weight = 464
3007: David A. Bell, weight = 464
3008: Bin Liu 0001, weight = 464
3009: Hiroshi Fujita 0001, weight = 464
3010: Hyunsoo Yoon, weight = 464
3011: Steven P. Wilder, weight = 464
3012: Xinghuo Yu, weight = 464
3013: Wojciech Matusik, weight = 464
3014: Antonio Criminisi, weight = 464
3015: Tomohiro Nakatani, weight = 464
3016: Fan Li, weight = 464
3017: Masoud Daneshtalab, weight = 464
3018: Yanning Zhang, weight = 463
3019: Thierry Dutoit, weight = 463
3020: Kimberly Van Auken, weight = 463
3021: Kensuke Harada, weight = 463
3022: Jiwu Huang, weight = 463
3023: Walter Daelemans, weight = 463
3024: Henk Meijer, weight = 463
3025: Christoph Schnörr, weight = 463
3026: Josiane Zerubia, weight = 463
3027: Prabhakar Raghavan, weight = 463
3028: Francesco Bonchi, weight = 463
3029: Masahiko Tsukamoto, weight = 463
3030: Keshab K. Parhi, weight = 463
3031: Marco Brambilla 0001, weight = 463
3032: Yu Zhao, weight = 463
3033: Hanmin Jung, weight = 463
3034: Kenneth I. Joy, weight = 463
3035: Jie Wu, weight = 462
3036: Ignas G. Niemegeers, weight = 462
3037: Andrew J. Saykin, weight = 462
3038: Q. M. Jonathan Wu, weight = 462
3039: Michael Schroeder, weight = 462
3040: Alessandro Garcia, weight = 462
3041: Bamshad Mobasher, weight = 462
3042: C. Siva Ram Murthy, weight = 462
3043: Rodney A. Kennedy, weight = 462
3044: Constantinos S. Pattichis, weight = 462
3045: Carl Gutwin, weight = 462
3046: Gerd Stumme, weight = 461
3047: Nan Jiang, weight = 461
3048: Minho Lee, weight = 461
3049: Jeff A. Bilmes, weight = 461
3050: Weili Lin, weight = 461
3051: Enhua Wu, weight = 461
3052: Jean-Pierre Wigneron, weight = 461
3053: Edmundo Monteiro, weight = 461
3054: Shamkant B. Navathe, weight = 461
3055: Yi Hong, weight = 461
3056: Lieven Eeckhout, weight = 460
3057: Tobias Höllerer, weight = 460
3058: Koen Bertels, weight = 460
3059: Symeon Papavassiliou, weight = 460
3060: Jiang Hu, weight = 460
3061: Arnold W. M. Smeulders, weight = 460
3062: Jie Yu, weight = 460
3063: Ana Moreira, weight = 460
3064: Georgios I. Papadimitriou, weight = 460
3065: Florian Metze, weight = 460
3066: Bashar Nuseibeh, weight = 460
3067: Cheng-Lin Liu, weight = 460
3068: Djamal Benslimane, weight = 460
3069: Ouri Wolfson, weight = 460
3070: Changsheng Xie, weight = 460
